,label,image,description,llm_idx,llm_label
209,automobile,datasets/CIFAR/test/automobile/0915.png," The image is of a blue car parked in a parking lot. There are trees and bushes in the background. The main object in the image is a car, so the answer is (B).",{'(B)': 155},automobile
210,automobile,datasets/CIFAR/test/automobile/0578.png, This is a photo of a white horse. (H),{'(H)': 35},horse
211,cat,datasets/CIFAR/test/cat/0081.png," There is a cat sitting on a green table. The main object in the image is a cat, so the answer is (D).",{'(D)': 98},cat
212,automobile,datasets/CIFAR/test/automobile/0799.png, A car is on the road. (B),{'(B)': 23},automobile
213,automobile,datasets/CIFAR/test/automobile/0682.png," There is a truck in the image. The main object in the image is a truck.
(J)",{'(J)': 73},truck
214,deer,datasets/CIFAR/test/deer/0947.png," This is a picture of a cat. The main object in the image is a cat.
(D)",{'(D)': 68},cat
215,airplane,datasets/CIFAR/test/airplane/0400.png, (A),{'(A)': 1},airplane
216,airplane,datasets/CIFAR/test/airplane/0727.png, This is an airplane flying in the sky. The main object in the image is (A) airplane.,{'(A)': 72},airplane
217,horse,datasets/CIFAR/test/horse/0442.png, A person is riding a brown horse. (H),{'(H)': 35},horse
218,dog,datasets/CIFAR/test/dog/0919.png, A blurred image of a computer keyboard. (J),{'(J)': 41},truck
219,frog,datasets/CIFAR/test/frog/0312.png, There is a blurred image of an animal. It is a frog. (G),{'(G)': 54},frog
220,dog,datasets/CIFAR/test/dog/0723.png, (F) A close-up image of a dog's face.,{'(F)': 1},dog
221,cat,datasets/CIFAR/test/cat/0761.png," The image is out of focus, but it looks like a cat. (D)",{'(D)': 53},cat
222,truck,datasets/CIFAR/test/truck/0159.png, A yellow truck is on a gray road. The truck is the main object in the image. (J),{'(J)': 78},truck
223,horse,datasets/CIFAR/test/horse/0981.png," The image is a photo of a brown horse standing on a green field. There are trees and a fence in the background. The main object in the image is a horse, which is labeled as (H).",{'(H)': 174},horse
224,airplane,datasets/CIFAR/test/airplane/0460.png, A wooden toy airplane is sitting on a white table. The airplane is painted blue with red accents. There is a small red propeller on the front of the airplane and a small red wheel on the back. The airplane is sitting on a white table. There is a white background behind the airplane. (A),{'(A)': 285},airplane
225,airplane,datasets/CIFAR/test/airplane/0649.png," This is a blurred image of an airplane. The main object in the image is an airplane.
(A)",{'(A)': 86},airplane
226,automobile,datasets/CIFAR/test/automobile/0194.png," This is a picture of a red car. The main object in the image is a car, which is in category (B).",{'(B)': 93},automobile
227,dog,datasets/CIFAR/test/dog/0497.png, (F) A dog is sitting on the ground.,{'(F)': 1},dog
228,automobile,datasets/CIFAR/test/automobile/0352.png, There is a dark green car. (B),{'(B)': 28},automobile
229,horse,datasets/CIFAR/test/horse/0136.png, A white horse is standing on the grass field. There is a tree and some bushes in the background. The main object in the image is (H) horse.,{'(H)': 130},horse
230,horse,datasets/CIFAR/test/horse/0835.png," There are two horses in the image, and the main object in the image is a horse. (H)",{'(H)': 81},horse
231,truck,datasets/CIFAR/test/truck/0460.png," This is a photo of a truck. The truck is white and blue. The truck is carrying a load of goods. The truck is parked on a road. There are trees and buildings in the background. The main object in the image is a truck, so the answer is (J).",{'(J)': 235},truck
232,dog,datasets/CIFAR/test/dog/0321.png," There is a dog lying on the floor. The main object in the image is a dog, which is labeled as (F).",{'(F)': 95},dog
233,automobile,datasets/CIFAR/test/automobile/0877.png, The image shows a blurred white car. (B),{'(B)': 38},automobile
234,ship,datasets/CIFAR/test/ship/0061.png," The image is blurry, but it looks like a boat. (I)",{'(I)': 48},ship
235,dog,datasets/CIFAR/test/dog/0088.png," There is a white dog with light brown ears. The background is light blue. The main object in the image is a dog, so the answer is (F).",{'(F)': 131},dog
236,bird,datasets/CIFAR/test/bird/0676.png, The image is blurred. But it seems to be a picture of a horse. (H),{'(H)': 64},horse
237,cat,datasets/CIFAR/test/cat/0511.png," There is a cat in the image. The main object in the image is a cat.
(D)",{'(D)': 69},cat
238,ship,datasets/CIFAR/test/ship/0527.png, This is an image of a boat. The main object in the image is a boat. The boat is white and blue. It is docked at a pier. There are no people on the boat. The water is calm. The sky is blue. There are some clouds in the sky. The image is peaceful and serene. (I),{'(I)': 258},ship
239,frog,datasets/CIFAR/test/frog/0714.png, There is a green frog on a brown branch. (G),{'(G)': 42},frog
240,ship,datasets/CIFAR/test/ship/0307.png, The image shows a large container ship on calm waters with a clear blue sky. The main object in the image is a ship. Answer: (I),{'(I)': 126},ship
241,frog,datasets/CIFAR/test/frog/0859.png, (H),{'(H)': 1},horse
242,cat,datasets/CIFAR/test/cat/0246.png, This is a picture of a fried egg on a blue plate. The main object in the image is food. So the answer is none of the above.,{},
243,truck,datasets/CIFAR/test/truck/0624.png," This is an image of a train. There are some trees and a blue sky in the background. The main object in the image is a train, so the answer is (I).",{'(I)': 143},ship
244,dog,datasets/CIFAR/test/dog/0418.png," This is a photo of a white dog. The dog is looking at the camera. There are some green leaves in the background. The main object in the image is a dog, so the answer is '(F)'.",{'(F)': 171},dog
245,airplane,datasets/CIFAR/test/airplane/0707.png, There is an airplane on the runway. The main object in the image is (A) airplane.,{'(A)': 69},airplane
246,horse,datasets/CIFAR/test/horse/0368.png, A horse is standing on the grass field. (H),{'(H)': 41},horse
247,bird,datasets/CIFAR/test/bird/0972.png," A black and white image of a bird is shown. The main object in the image is a bird.
(C)",{'(C)': 85},bird
248,automobile,datasets/CIFAR/test/automobile/0522.png, The image is blurred. But it seems to be a truck. (J),{'(J)': 51},truck
249,frog,datasets/CIFAR/test/frog/0885.png," This is a photo of a frog sitting on the ground. The main object in the image is a frog, which is in category (G).",{'(G)': 111},frog
250,horse,datasets/CIFAR/test/horse/0460.png, The image is a photo of a brown horse lying on the grass. The horse is wearing a blue saddle and bridle. There is a person standing next to the horse. The person is wearing a blue shirt and jeans. The horse is the main object in the image. (H),{'(H)': 241},horse
251,deer,datasets/CIFAR/test/deer/0374.png, The image is blurry. There is a brown dog on a gray carpet. (F),{'(F)': 61},dog
252,ship,datasets/CIFAR/test/ship/0546.png," This is a speed boat on the sea. The main object in the image is a boat, which is in category (I).",{'(I)': 95},ship
253,deer,datasets/CIFAR/test/deer/0799.png, There is a close-up picture of a guitar. The guitar is green and white. (J),{'(J)': 73},truck
254,ship,datasets/CIFAR/test/ship/0170.png, There is a large red and white ship in the middle of the ocean. The main object in the image is a ship. So the answer is (I).,{'(I)': 122},ship
255,dog,datasets/CIFAR/test/dog/0490.png," The image is of a dog. The main object in the image is a dog.
(F)",{'(F)': 63},dog
256,truck,datasets/CIFAR/test/truck/0019.png, There is a truck in the front. There are some cars behind the truck. There are some trees on the side of the road. The main object in the image is (J).,{'(J)': 148},truck
257,cat,datasets/CIFAR/test/cat/0462.png, There is a cat on a cat tree. (D),{'(D)': 31},cat
258,automobile,datasets/CIFAR/test/automobile/0042.png," This is a photo of an old rusty car wreck. There is nothing else in the photo except for the car. The main object in the image is a car, so the answer is (B).",{'(B)': 155},automobile
259,ship,datasets/CIFAR/test/ship/0193.png, The image is blurred. But it looks like a ship. So the main object in the image is '(I)'.,{'(I)': 85},ship
260,airplane,datasets/CIFAR/test/airplane/0749.png, (A),{'(A)': 1},airplane
261,truck,datasets/CIFAR/test/truck/0696.png," The image is blurred, but it seems to be a truck.
(J)",{'(J)': 51},truck
262,dog,datasets/CIFAR/test/dog/0648.png," The image is a photo of a white cat sitting on a brown wooden table. The cat is looking at the camera. There is a brown background. The main object in the image is a cat, so the answer is (D).",{'(D)': 189},cat
263,horse,datasets/CIFAR/test/horse/0137.png, A man is riding a horse. (H),{'(H)': 26},horse
264,horse,datasets/CIFAR/test/horse/0688.png," This is a close-up image of a brown horse facing left. It has a white blaze on its forehead and a white spot on its nose. The background is green pasture with a hill in the distance. The main object in the image is a horse, so the answer is '(H)'.",{'(H)': 243},horse
265,dog,datasets/CIFAR/test/dog/0697.png, There is a blurred image of an animal. It looks like a dog. (F),{'(F)': 61},dog
266,horse,datasets/CIFAR/test/horse/0950.png," There are two horses standing on a green field. The main objects in the image are horses, which belong to category (H).",{'(H)': 116},horse
267,frog,datasets/CIFAR/test/frog/0854.png, This is a picture of a brown horse standing in a green field and eating grass. (H),{'(H)': 80},horse
268,horse,datasets/CIFAR/test/horse/0992.png, This is a black and white photo of an automobile. (B),{'(B)': 51},automobile
269,truck,datasets/CIFAR/test/truck/0176.png, There is a green field with a road in the middle and a truck on the road. (J),{'(J)': 75},truck
270,airplane,datasets/CIFAR/test/airplane/0681.png, This is a photo of an airplane wing. The main object in the image is an airplane. So the answer is '(A)'.,{'(A)': 101},airplane
271,airplane,datasets/CIFAR/test/airplane/0658.png," The image is very blurry, but it looks like there is an airplane in the image. The main object in the image is an airplane.
(A)",{'(A)': 125},airplane
272,ship,datasets/CIFAR/test/ship/0617.png," There is a body of water with a large boat in the foreground. There are also some buildings and trees in the background. The main object in the image is a boat, so the answer is (I).",{'(I)': 179},ship
273,truck,datasets/CIFAR/test/truck/0550.png," The image is a photo of a truck. The truck is white and it is parked on a snowy road. There are no other objects in the image. The main object in the image is a truck, so the answer is (J).",{'(J)': 186},truck
274,horse,datasets/CIFAR/test/horse/0993.png, This is a photo of a white horse standing on the grass. There is a tree and some bushes in the background. The main object in the image is (H) horse.,{'(H)': 140},horse
275,bird,datasets/CIFAR/test/bird/0002.png," There is a dog in the image. The main object in the image is a dog.
(F)",{'(F)': 69},dog
276,horse,datasets/CIFAR/test/horse/0825.png, (H),{'(H)': 1},horse
277,automobile,datasets/CIFAR/test/automobile/0491.png, This is a blurry image of a parking lot. There are cars parked in the lot. The main object in the image is a truck. (J),{'(J)': 117},truck
278,frog,datasets/CIFAR/test/frog/0483.png, A green frog is sitting on a green leaf. The main object in the image is (G) frog.,{'(G)': 74},frog
279,frog,datasets/CIFAR/test/frog/0451.png, The image is blurred. It is difficult to distinguish the objects in the image. There is a brown object in the center of the image. It looks like a (D) cat.,{'(D)': 148},cat
280,frog,datasets/CIFAR/test/frog/0832.png, A green frog is sitting on a branch. (G),{'(G)': 38},frog
281,horse,datasets/CIFAR/test/horse/0193.png, A horse is grazing in a field. (H),{'(H)': 32},horse
282,automobile,datasets/CIFAR/test/automobile/0958.png, This is a blurred image of a white horse. (H),{'(H)': 43},horse
283,dog,datasets/CIFAR/test/dog/0478.png, The image shows a white dog wearing a red hat. (F),{'(F)': 48},dog
284,automobile,datasets/CIFAR/test/automobile/0534.png, This is a photo of an automobile parked on a grassy field. The automobile is blue and white in color. (B),{'(B)': 103},automobile
285,dog,datasets/CIFAR/test/dog/0669.png," This is a picture of a dog lying on a blue carpet. The main object in the image is a dog, so the answer is (F).",{'(F)': 108},dog
286,deer,datasets/CIFAR/test/deer/0404.png, There is a brown horse standing in the middle of a field of grass. (H),{'(H)': 68},horse
287,deer,datasets/CIFAR/test/deer/0283.png, (H),{'(H)': 1},horse
288,automobile,datasets/CIFAR/test/automobile/0421.png, This is a blurred image of the front of a blue car. (B),{'(B)': 53},automobile
289,deer,datasets/CIFAR/test/deer/0088.png," The image is a photo of a deer standing in a forest. The main object in the image is a deer, which is labeled as (E).",{'(E)': 114},deer
290,ship,datasets/CIFAR/test/ship/0558.png," The image is very blurry. It is hard to tell what is in the image. It looks like there is a long and narrow object in the middle of the image. It could be a ship.
(I)",{'(I)': 164},ship
291,deer,datasets/CIFAR/test/deer/0543.png, The image is blurred. But it is an image of a '(H) horse'.,{'(H)': 48},horse
292,horse,datasets/CIFAR/test/horse/0101.png, This is a picture of a horse. (H),{'(H)': 31},horse
