,label,image,description
384,street,seg_train/seg_train/street/4090.jpg," The image is a night view of a street. The main object in the image is a street. There are also some trees and street lights on the street. The street is lit by the street lights. There is a forest on the left side of the road. The image is a long exposure image. The long exposure image is created by taking a picture with a slow shutter speed. This allows the light to build up on the sensor of the camera, creating a brighter image. The long exposure image also creates a sense of motion blur. This is because the objects in the image are moving while the picture is being taken. The motion blur creates a sense of speed and energy. The image is a beautiful and atmospheric. It captures the beauty of the night and the energy of the city. (F)"
385,street,seg_train/seg_train/street/8104.jpg,
386,street,seg_train/seg_train/street/1564.jpg,
387,street,seg_train/seg_train/street/9707.jpg,
388,street,seg_train/seg_train/street/7784.jpg,
389,street,seg_train/seg_train/street/1517.jpg,
390,street,seg_train/seg_train/street/11141.jpg,
391,street,seg_train/seg_train/street/5447.jpg,
392,street,seg_train/seg_train/street/596.jpg,
393,street,seg_train/seg_train/street/16914.jpg,
394,street,seg_train/seg_train/street/16799.jpg,
395,street,seg_train/seg_train/street/3314.jpg," The image shows a street scene. There are buildings on both sides of the street. The street is made of stone and there is a stone wall on one side. There are trees on both sides of the street. The sky is cloudy and there is a light rain. There are two people in the image, both wearing jackets. One of them is holding a red umbrella. The main object in the image is the street. (F)"
396,street,seg_train/seg_train/street/2562.jpg,
397,street,seg_train/seg_train/street/9685.jpg,
398,street,seg_train/seg_train/street/19770.jpg,
399,street,seg_train/seg_train/street/1260.jpg,
400,street,seg_train/seg_train/street/31.jpg,
401,street,seg_train/seg_train/street/26.jpg,
402,street,seg_train/seg_train/street/15332.jpg,
403,street,seg_train/seg_train/street/9049.jpg," The image is a black and white photo of a narrow street with cobblestone pavement. The street is lined with old buildings, most of which are two or three stories tall. The buildings are made of a variety of materials, including brick, stone, and half-timber. The street is empty, except for a few parked cars. The main object in the image is the street. (F)"
404,street,seg_train/seg_train/street/2344.jpg, The image shows a scene on a street. There are three young men walking away from the camera. They are wearing casual clothes. The street is lined with buildings and there are people walking in both directions. The main object in the image is the street. (F)
405,street,seg_train/seg_train/street/5949.jpg, The image shows a busy street scene in a city. There are many tall buildings on both sides of the street. The street is full of cars and people crossing the road. The main object in the image is '(F) street'.
406,street,seg_train/seg_train/street/39.jpg,
407,street,seg_train/seg_train/street/11506.jpg, The image shows a narrow street with buildings on both sides. The street is lit by a few streetlights. There are some trees and plants along the street. The main object in the image is (F) street.
408,street,seg_train/seg_train/street/7470.jpg,
409,street,seg_train/seg_train/street/3724.jpg, The image is in black and white. A woman is walking on a street. There are some people walking in the background. There are some buildings in the background. The main object in the image is a woman. (F)
410,street,seg_train/seg_train/street/1306.jpg, The image shows a scene of a street in a town. The main objects in the image are buildings. There are also people walking on the street and there are some stalls set up on either side of the street. (F)
411,street,seg_train/seg_train/street/14905.jpg, The image shows a street scene. There is a person walking on the street. There are some trees and buildings on the street. The main object in the image is a person. The answer is (F).
412,street,seg_train/seg_train/street/3454.jpg, The image shows a narrow street with buildings on both sides. The street is made of cobblestone and there is a metal railing on the right side. The buildings are tall and have a lot of windows. The sky is blue and there are some clouds. The main object in the image is a (F) street.
413,street,seg_train/seg_train/street/1000.jpg,
414,street,seg_train/seg_train/street/3937.jpg,
415,street,seg_train/seg_train/street/1435.jpg,
416,street,seg_train/seg_train/street/9931.jpg, The image is a street scene. There are tall buildings on both sides of the street. The street is lined with trees. There is a person walking down the street. The main object in the image is the street. (F)
417,street,seg_train/seg_train/street/1305.jpg,
418,street,seg_train/seg_train/street/13317.jpg,
419,street,seg_train/seg_train/street/4938.jpg,
420,street,seg_train/seg_train/street/5500.jpg," The image shows a street scene. There is a colorful graffiti on a brick wall. The street is empty, except for a few parked cars. There are some buildings in the background. The main object in the image is the graffiti. (F)"
421,street,seg_train/seg_train/street/11851.jpg," The image shows a long, gray, concrete building with a road in front of it. There is a gray sky with some light showing through. The main object in the image is a (A) building."
422,street,seg_train/seg_train/street/13437.jpg," The image shows a street scene. There are people walking on the street, and there are buildings on either side of the street. The buildings are mostly old, with a few modern ones mixed in. The street is made of cobblestones. There are a few trees on the street, and there are some plants in the windows of some of the buildings. The main object in the image is the street. (F)"
423,street,seg_train/seg_train/street/14572.jpg, The image shows a pedestrian street with people walking on it. There are buildings on both sides of the street and trees on one side. The main object in the image is the street. Answer: (F)
424,street,seg_train/seg_train/street/8671.jpg," The image shows a narrow street with buildings on both sides. The buildings are mostly two or three stories tall, and there are a few trees and plants growing in front of them. There are also a number of motorbikes parked on the street. The main object in the image is the buildings. (A)"
425,street,seg_train/seg_train/street/6216.jpg, The image shows a scene of a street with buildings on both sides. The buildings are mostly made of brick and have a variety of colors. There are a few people walking on the street and there is a car parked on the side of the road. The main object in the image is (F) street.
426,street,seg_train/seg_train/street/19669.jpg, The image shows a street with a row of buildings on one side and a parked car on the other. The buildings are mostly made of brick and are of varying heights. The parked car is a gray Subaru. The main object in the image is the street. (F)
427,street,seg_train/seg_train/street/2523.jpg, The image shows a street that is under construction. There are traffic cones on both sides of the street. The street is lined with buildings. There are also some trees on the street. The main object in the image is the street. Answer: (F)
428,street,seg_train/seg_train/street/10915.jpg, The image shows a street scene. There are buildings on both sides of the street. The street is lined with trees. There is a bicycle lane on the street. There are flowers on the sidewalk. The main object in the image is the street. (F)
429,street,seg_train/seg_train/street/10408.jpg, The image shows a scene on a street. There are several buildings along the street. The buildings are made of brick and have a lot of windows. There are cars parked on the street. The street is made of asphalt and is lined with trees. The main object in the image is the buildings. (A)
430,street,seg_train/seg_train/street/6501.jpg, The image shows a narrow street with old stone buildings on both sides. The street is made of cobblestones. There are a few trees and some flowers in pots on the street. The main object in the image is (A) buildings.
431,street,seg_train/seg_train/street/11852.jpg,
432,street,seg_train/seg_train/street/3347.jpg," The image shows a busy street in a city, with people walking, cycling, and driving. There are buildings lined up on both sides of the street with bright and colorful neon signs. The street is lit by street lamps. The main object in the image is (F) street."
433,street,seg_train/seg_train/street/2397.jpg, The image shows a scene of a street with people walking on it. There are buildings on both sides of the street. The main object in the image is (F) street.
434,street,seg_train/seg_train/street/3117.jpg, The image shows a narrow street with buildings on both sides. The buildings are mostly made of brick and have a lot of windows. There are a few cars parked on the street. The street is not very wide and it looks like it is not very busy. (A)
435,street,seg_train/seg_train/street/11836.jpg, The image shows a wide street with a freshly paved road surface. There are buildings on both sides of the street. The buildings are mostly made of brick and are of varying heights. There are a few trees on the street. The street is empty except for a few cars parked on the side of the road. The main object in the image is the street. (F)
436,street,seg_train/seg_train/street/1354.jpg," The image shows a street scene at night. There are a few cars parked on the side of the road. The street is lined with trees, and there are houses on either side of the street. The main object in the image is the street. (F)"
